action,choice1,choice2,firstPlayer,game,indexOf,judgements1,judgements2,leftLabel,outcome,phase,rangeProb1,rangeProb2,status,template,templates,time,uniqueid,viewTime
,A,A,_h,threat,,This choice would maximize his payout. ,Sally chose a lower payout to give Gerald a higher one.,Definitely<br />Friends,0.0,TRIAL,50,1,,,,957565.0,62,
,A,A,_h,attentionGame,,0,0,Definitely<br />Friends,,TRIAL,50,50,,,,973279.0,62,
,B,B,_v,pd,,Kaylee appears to just want to maximize her payout.,Logan opted for a lower payout to ensure that Kaylee received something.,Definitely<br />Friends,3.0,TRIAL,51,4,,,,1043345.0,62,
,A,A,_v,pd,,David appears to be looking out for Kate's best outcome rather than his own.,Both sacrificed to ensure equal outcomes.,Definitely<br />Friends,0.0,TRIAL,3,2,,,,1114507.0,62,
,,,,,,,,,,END,,,begin,,,,62,
,,,,,,,,,,END,,,submit,,,,62,
Begin,,,,,,,,,,INSTRUCTIONS,,,,,[u'instructions/instruct-1.html'],,63,
FinishInstructions,,,,,0.0,,,,,INSTRUCTIONS,,,,instructions/instruct-1.html,,,63,34977.0
,A,A,_v,disjunctive,,"If Luke was an enemy, Gavin might want him to have no money at all.",Luke would choose B if he wanted Gavin to not have any money.,Definitely<br />Enemies,0.0,TRIAL,73,95,,,,71980.0,63,
,B,B,_h,disjunctive,,Jacob wants Sally to have no money at all.,"Sally also wants Jacob not to have money, so they are definitely enemies.",Definitely<br />Enemies,3.0,TRIAL,10,1,,,,115211.0,63,
,B,A,_v,threat,,Daniel might or might not be enemies with Kate because he might've chosen B just to get a higher payout for himself.,"Kate might've chosen A to get more money, but it also benefited Daniel.",Definitely<br />Enemies,1.0,TRIAL,41,66,,,,194765.0,63,
,B,B,_v,threat,,"Matthew might have chosen B to get more money, not necessarily for David to get less money.",David wanted Matthew to get less money so much that he sacrificed his own gain.,Definitely<br />Enemies,3.0,TRIAL,42,9,,,,249552.0,63,
,A,A,_v,threat,,"Geoff wants Austin to have more money so they must be friends.
",They both wanted each other to have more money.,Definitely<br />Enemies,0.0,TRIAL,94,99,,,,299431.0,63,
,A,A,_h,singleControl,,Sydney's options cannot be judged because they are the same.,Zoe gives Sydney money instead of no money.,Definitely<br />Enemies,0.0,TRIAL,51,100,,,,343514.0,63,
,B,A,_v,singleControl,,Logan wants Gerald to have no money at all.,Gerald has the same choice either way so it is difficult to judge.,Definitely<br />Enemies,1.0,TRIAL,2,48,,,,379335.0,63,
,A,B,_h,coordination,,Can't tell because both choices are equal.,Can't tell because both choices are equal.,Definitely<br />Enemies,1.0,TRIAL,52,51,,,,430595.0,63,
,A,A,_h,coordination,,Both choices are equal.,Jack wanted them both to get money.,Definitely<br />Enemies,0.0,TRIAL,51,66,,,,498744.0,63,
,A,A,_h,attentionGame,,0,0,Definitely<br />Enemies,,TRIAL,50,50,,,,506272.0,63,
,B,B,_h,pd,,Ryan might want more money for himself or want Rebecca to have less.,Rebecca might want to have some money herself even though Ryan has less.,Definitely<br />Enemies,3.0,TRIAL,40,51,,,,563258.0,63,
,A,A,_h,pd,,Olivia wants Lauren to have the possibility of getting more money.,Lauren was willing to get less money for Olivia to get some money.,Definitely<br />Enemies,0.0,TRIAL,84,98,,,,620557.0,63,
,,,,,,,,,,END,,,begin,,,,63,
,,,,,,,,,,END,,,submit,,,,63,
Begin,,,,,,,,,,INSTRUCTIONS,,,,,[u'instructions/instruct-1.html'],,64,
FinishInstructions,,,,,0.0,,,,,INSTRUCTIONS,,,,instructions/instruct-1.html,,,64,97408.0
,A,A,_h,singleControl,,Matthew split the money with Sydney.,Sydney split the money with Matthew.,Definitely<br />Friends,0.0,TRIAL,0,0,,,,90583.0,64,
,A,B,_h,singleControl,,Austin split the money with Jacob.,Jacob did not give Austin any money.,Definitely<br />Friends,1.0,TRIAL,0,100,,,,188762.0,64,
,B,B,_h,disjunctive,,Kate split the money with David.,"David did not give Kate any money, but also took none himself.",Definitely<br />Friends,3.0,TRIAL,0,50,,,,264710.0,64,
,A,A,_v,disjunctive,,Zoe split the money with Gavin.,Gavin split the money with Zoe.,Definitely<br />Friends,0.0,TRIAL,0,0,,,,311982.0,64,
,A,B,_h,coordination,,Daniel chose to receive the same amount of money as William.,"William did not give Daniel any money, but also did not receive any.",Definitely<br />Friends,1.0,TRIAL,0,50,,,,410753.0,64,
,A,A,_v,coordination,,Kaylee split the money with Olivia.,"Olivia split the money with Kaylee, making them friends.",Definitely<br />Friends,0.0,TRIAL,0,0,,,,489031.0,64,
,B,B,_h,threat,,"Robert split with Rebecca, but he could have gotten more for each of them.",Rebecca is not Robert's friend because she gave him no money.,Definitely<br />Friends,3.0,TRIAL,24,100,,,,602502.0,64,
,B,A,_v,threat,,"Jack gave Matt some money, but kept more for himself.",Matt is a great friend because he awarded more money than he received.,Definitely<br />Friends,1.0,TRIAL,29,0,,,,723622.0,64,
,A,A,_v,threat,,Geoff gave Hannah more money.,"Hannah gave Geoff money, but not as much.",Definitely<br />Friends,0.0,TRIAL,0,29,,,,794751.0,64,
,A,A,_v,attentionGame,,0,0,Definitely<br />Friends,,TRIAL,50,0,,,,826687.0,64,
,B,B,_v,pd,,Gerald kept way more money for himself.,Richmond evenly split with Gerald.,Definitely<br />Friends,3.0,TRIAL,71,0,,,,890478.0,64,
,A,A,_h,pd,,Megan kept way more money than Emily received.,Emily evenly split with Megan.,Definitely<br />Friends,0.0,TRIAL,72,0,,,,942198.0,64,
,,,,,,,,,,END,,,begin,,,,64,
,,,,,,,,,,END,,,submit,,,,64,
Begin,,,,,,,,,,INSTRUCTIONS,,,,,[u'instructions/instruct-1.html'],,65,
FinishInstructions,,,,,0.0,,,,,INSTRUCTIONS,,,,instructions/instruct-1.html,,,65,73095.0
,A,A,_h,threat,,she chose in a way they both benefit the mnost,he chose to give her more,Definitely<br />Enemies,0.0,TRIAL,90,100,,,,119552.0,65,
,B,A,_v,threat,,he chose the most money option,she choose to give him more ,Definitely<br />Enemies,1.0,TRIAL,92,100,,,,198748.0,65,
,B,B,_h,threat,,he chose the least money option,he chose to take the money and not give any,Definitely<br />Enemies,3.0,TRIAL,1,0,,,,252634.0,65,
,A,A,_v,coordination,,she choose the best money option,she choose to give them both equal money,Definitely<br />Enemies,0.0,TRIAL,100,100,,,,318815.0,65,
,A,B,_h,coordination,,she choose the best option for them,she choose to keep either of them from getting money,Definitely<br />Enemies,1.0,TRIAL,100,0,,,,374898.0,65,
,B,B,_v,disjunctive,,she choose the best money option,he choose to keep them from getting money,Definitely<br />Enemies,3.0,TRIAL,100,0,,,,434059.0,65,
,A,A,_v,disjunctive,,he choose the best option to get paid,he choose the best option to get paid,Definitely<br />Enemies,0.0,TRIAL,100,100,,,,477340.0,65,
Begin,,,,,,,,,,INSTRUCTIONS,,,,,[u'instructions/instruct-review.html'],,65,
FinishInstructions,,,,,0.0,,,,,INSTRUCTIONS,,,,instructions/instruct-review.html,,,65,7674.0
,A,A,_h,singleControl,,he choose the best option to get paid,he choose the best option to get paid,Definitely<br />Enemies,0.0,TRIAL,100,100,,,,503814.0,65,
,A,B,_h,singleControl,,he choose the best option to get paid,she chose to get money and shut him out,Definitely<br />Enemies,1.0,TRIAL,100,0,,,,544440.0,65,
,A,B,_h,attentionGame,,0,0,Definitely<br />Enemies,,TRIAL,50,50,,,,568527.0,65,
,B,B,_v,pd,,he choose the least profiable option for Frank,he choose the best option for himself to make some money,Definitely<br />Enemies,3.0,TRIAL,0,18,,,,729892.0,65,
,A,A,_h,pd,,he choose the best option for them to get the most money,he chose to take less so they both got some money instead of taking more,Definitely<br />Enemies,0.0,TRIAL,87,100,,,,833875.0,65,
,,,,,,,,,,END,,,begin,,,,65,
,,,,,,,,,,END,,,submit,,,,65,
Begin,,,,,,,,,,INSTRUCTIONS,,,,,[u'instructions/instruct-1.html'],,66,
FinishInstructions,,,,,0.0,,,,,INSTRUCTIONS,,,,instructions/instruct-1.html,,,66,49615.0
Begin,,,,,,,,,,INSTRUCTIONS,,,,,[u'instructions/instruct-review.html'],,66,
FinishInstructions,,,,,0.0,,,,,INSTRUCTIONS,,,,instructions/instruct-review.html,,,66,2231.0
,A,A,_v,coordination,,unfair judgments,unfair judgments,Definitely<br />Friends,0.0,TRIAL,81,72,,,,30061.0,66,
,A,B,_h,coordination,,fair,"fair
",Definitely<br />Friends,1.0,TRIAL,26,2,,,,52929.0,66,
,A,A,_h,singleControl,,pretty fair,unfair judgments,Definitely<br />Friends,0.0,TRIAL,12,69,,,,72821.0,66,
,B,A,_v,singleControl,,unfair judgments,unfair judgments,Definitely<br />Friends,1.0,TRIAL,66,86,,,,82390.0,66,
,A,B,_h,threat,,unfair judgments,unfair judgments,Definitely<br />Friends,1.0,TRIAL,100,100,,,,90727.0,66,
,B,B,_h,threat,,kinda fair,unfair judgments,Definitely<br />Friends,3.0,TRIAL,69,84,,,,108834.0,66,
,A,A,_v,threat,,kinda fair,unfair judgments,Definitely<br />Friends,0.0,TRIAL,33,32,,,,747462.0,66,
,A,A,_h,disjunctive,,friendly ,nice,Definitely<br />Friends,0.0,TRIAL,10,1,,,,762763.0,66,
,B,B,_h,disjunctive,,nice,fair,Definitely<br />Friends,3.0,TRIAL,2,0,,,,773795.0,66,
,B,B,_h,attentionGame,,unfair judgments,fair,Definitely<br />Friends,,TRIAL,93,5,,,,786962.0,66,
,A,A,_v,pd,,kinda fair,unfair judgments,Definitely<br />Friends,0.0,TRIAL,29,70,,,,800978.0,66,
,B,B,_v,pd,,unfair judgments,kinda fair,Definitely<br />Friends,3.0,TRIAL,64,21,,,,814133.0,66,
,,,,,,,,,,END,,,begin,,,,66,
,,,,,,,,,,END,,,submit,,,,66,
Begin,,,,,,,,,,INSTRUCTIONS,,,,,[u'instructions/instruct-1.html'],,67,
FinishInstructions,,,,,0.0,,,,,INSTRUCTIONS,,,,instructions/instruct-1.html,,,67,7410.0
,B,A,_v,coordination,,Luke trusts frank to choose the $12 for both to win,He didn't want luke to win any money,Definitely<br />Friends,1.0,TRIAL,0,100,,,,63518.0,67,
,A,A,_v,coordination,,She wants William to know she trusts him to choose A,They both win as a result,Definitely<br />Friends,0.0,TRIAL,0,0,,,,107079.0,67,
,A,B,_h,singleControl,,He knows she will choose to make them both win,She only wanted the money for herself not both of them,Definitely<br />Friends,1.0,TRIAL,0,100,,,,158398.0,67,
,A,A,_h,singleControl,,She wants both to win something,They both chose options so they both will win,Definitely<br />Friends,0.0,TRIAL,0,0,,,,189828.0,67,
,A,A,_h,disjunctive,,She knows that she will win $12 no matter what so she also wants Gerald to win,They both win from the results,Definitely<br />Friends,0.0,TRIAL,0,0,,,,243469.0,67,
,B,B,_v,disjunctive,,She trusts that Jacob will choose A,He didn't want her winning any money so he chose none for himself as well,Definitely<br />Friends,3.0,TRIAL,0,100,,,,299701.0,67,
,A,A,_h,pd,,He trusts that Sydney will chose the highest payout,Sydney chose the payout that was even,Definitely<br />Friends,0.0,TRIAL,0,0,,,,350474.0,67,
,B,B,_h,pd,,She took the lower payout rather than risk losing and getting nothing,Chose to split the win,Definitely<br />Friends,3.0,TRIAL,100,0,,,,403749.0,67,
,B,B,_h,threat,,Wants his friends payoff to be better than it is,Didn't want to gibe any money to the other player,Definitely<br />Friends,3.0,TRIAL,100,100,,,,449411.0,67,
,B,B,_h,attentionGame,,Knows the other person will choose what will give them the higher payout,Knew they would get the higher payout,Definitely<br />Friends,,TRIAL,0,0,,,,489041.0,67,
,A,A,_v,threat,,Knows the person will pick the highest payout,Both get the highest payout possible,Definitely<br />Friends,0.0,TRIAL,0,0,,,,516558.0,67,
,B,A,_v,threat,,Wants the highest payout without sacrifice,Knew they would choose what would be higher in payout,Definitely<br />Friends,1.0,TRIAL,0,0,,,,549302.0,67,
,,,,,,,,,,END,,,begin,,,,67,
,,,,,,,,,,END,,,submit,,,,67,
Begin,,,,,,,,,,INSTRUCTIONS,,,,,[u'instructions/instruct-1.html'],,68,
FinishInstructions,,,,,0.0,,,,,INSTRUCTIONS,,,,instructions/instruct-1.html,,,68,124483.0
,B,A,_v,coordination,,kaylee could have chosen a which would have given her a chance at $12 but she chose b which gave david the chance at $12,they both chose to give to each other,Definitely<br />Friends,1.0,TRIAL,16,0,,,,96133.0,68,
,A,A,_h,coordination,,cant really tell yet,if they were enemies then jacob wouldnt have chosen to give ti matthew,Definitely<br />Friends,0.0,TRIAL,50,11,,,,161114.0,68,
,A,A,_v,pd,,he chose to give them both over only himself,they both aimed to help each other,Definitely<br />Friends,0.0,TRIAL,5,0,,,,214273.0,68,
,B,B,_v,pd,,slight chance they are enemies rather then friends but its not certain yet,an enemy wouldnt have split the money as evenly ,Definitely<br />Friends,3.0,TRIAL,63,27,,,,284749.0,68,
,B,B,_h,disjunctive,,he would rather they both have 0 then give to his enemy ,they both dont want tohelp each other out so they would rather have nothing,Definitely<br />Friends,3.0,TRIAL,96,100,,,,375767.0,68,
,A,A,_h,disjunctive,,leaning friends beacuse both are the same ammounts ,they both chose the best option for each other,Definitely<br />Friends,0.0,TRIAL,17,2,,,,454783.0,68,
,A,A,_h,threat,,could be either at this point and maria wants the most money ,leaning friends as gavin could have gone for b and got more for himself ,Definitely<br />Friends,0.0,TRIAL,50,18,,,,569878.0,68,
,B,B,_h,threat,,only an enemy would give 0 ,yup richard saw that geoff chose b and decided to take it all for hmself,Definitely<br />Friends,3.0,TRIAL,90,94,,,,684069.0,68,
,A,B,_h,threat,,COULD BE EITHER TO EARLY TO TELL,if they were friends then sally seeing emilys choice would have backed her up there for enemies ,Definitely<br />Friends,1.0,TRIAL,41,91,,,,867622.0,68,
,A,B,_h,attentionGame,,0,0,Definitely<br />Friends,,TRIAL,50,50,,,,889096.0,68,
,B,A,_v,singleControl,,he could have chosen for both of them so based on his choise he dosnt want matt getting anything therefore enemies,maybe not complete enemies but just dislike.,Definitely<br />Friends,1.0,TRIAL,82,61,,,,987249.0,68,
,A,A,_v,singleControl,,trying to make it fair so friends,they were trying to make it fair for each other,Definitely<br />Friends,0.0,TRIAL,12,0,,,,1029890.0,68,
,,,,,,,,,,END,,,begin,,,,68,
,,,,,,,,,,END,,,submit,,,,68,
Begin,,,,,,,,,,INSTRUCTIONS,,,,,[u'instructions/instruct-1.html'],,69,
FinishInstructions,,,,,0.0,,,,,INSTRUCTIONS,,,,instructions/instruct-1.html,,,69,37403.0
,B,B,_h,disjunctive,,If Lauren chose B then Matt doesn't get any money.,"The same as before, it means that Matt doesn't get any money if he chooses B.",Definitely<br />Friends,3.0,TRIAL,100,100,,,,70323.0,69,
,A,A,_v,disjunctive,,It allows both players a chance to make $12/,Both players received the highest amount possible.,Definitely<br />Friends,0.0,TRIAL,6,0,,,,100583.0,69,
,B,B,_h,threat,,William receives 0 if she selects B,He knew what Maria picked and picked one that didn't give her any money,Definitely<br />Friends,3.0,TRIAL,92,100,,,,177456.0,69,
,A,A,_h,threat,,A allows a higher payout for both players.,"The payout was good for both of them, and Austin knew what Logan had chosen but didn't make him receive $0",Definitely<br />Friends,0.0,TRIAL,6,10,,,,227648.0,69,
,A,B,_h,threat,,He chose options with higher payouts.,"Rebecca chose the lower payout for Gerald, and the higher one for herself, but not a payout that was malicious.",Definitely<br />Friends,1.0,TRIAL,0,48,,,,290713.0,69,
,A,A,_h,coordination,,Option A provides both players with a high payout.,She chose an option that gave them both a high payout ,Definitely<br />Friends,0.0,TRIAL,37,0,,,,433144.0,69,
,A,B,_h,coordination,,A provides a high payout for both players.,He knew what she picked and sacrificed $12 to keep her from having any.,Definitely<br />Friends,1.0,TRIAL,23,100,,,,461187.0,69,
,A,A,_h,pd,,He could have chosen B and maybe earned more.,Richmond could have chosen B and given Gavin 0 and himself $12,Definitely<br />Friends,0.0,TRIAL,21,0,,,,494618.0,69,
,B,B,_h,pd,,It's hard to tell. Kate could be just trying to get the $12.,She could have chosen something and given Kate no payout and herself a higher payout.,Definitely<br />Friends,3.0,TRIAL,49,0,,,,584950.0,69,
,B,B,_h,attentionGame,,0,0,Definitely<br />Friends,,TRIAL,50,50,,,,600293.0,69,
,A,B,_h,singleControl,,She is risking getting nothing if the other player chooses B,"He picked the one that gave her nothing, when he could have given them both even amounts.",Definitely<br />Friends,1.0,TRIAL,0,100,,,,659155.0,69,
,A,A,_v,singleControl,,"It's hard to tell, because the amounts are the same. ",He could have chosen something and given her $0.,Definitely<br />Friends,0.0,TRIAL,47,19,,,,701267.0,69,
,,,,,,,,,,END,,,begin,,,,69,
,,,,,,,,,,END,,,submit,,,,69,
Begin,,,,,,,,,,INSTRUCTIONS,,,,,[u'instructions/instruct-1.html'],,70,
FinishInstructions,,,,,0.0,,,,,INSTRUCTIONS,,,,instructions/instruct-1.html,,,70,76981.0
,B,B,_h,disjunctive,,"If he chose A, either way they would both win but he chose B which gave an option for Lauren to receive nothing",Lauren chose the option where neither win.,Definitely<br />Enemies,3.0,TRIAL,44,40,,,,85044.0,70,
,A,A,_v,disjunctive,,Gavin chose an option where they can both win,Geoff allowed both to win indicating he likes Gavin.,Definitely<br />Enemies,0.0,TRIAL,71,70,,,,133750.0,70,
,A,A,_v,pd,,He picked fairly,Both won the same amount,Definitely<br />Enemies,0.0,TRIAL,59,67,,,,188573.0,70,
,B,B,_v,pd,,He seemed more interested in winning 12,Both won the same amount,Definitely<br />Enemies,3.0,TRIAL,29,62,,,,217160.0,70,
Begin,,,,,,,,,,INSTRUCTIONS,,,,,[u'instructions/instruct-review.html'],,70,
FinishInstructions,,,,,0.0,,,,,INSTRUCTIONS,,,,instructions/instruct-review.html,,,70,22852.0
,A,A,_v,singleControl,,Emily wants both to win fairly,Both won the same amount,Definitely<br />Enemies,0.0,TRIAL,65,72,,,,266877.0,70,
,A,B,_h,singleControl,,The options are the same so its equally likely,Austin didnt allow sydney to win although they could have won equally,Definitely<br />Enemies,1.0,TRIAL,49,29,,,,339133.0,70,
,B,B,_v,threat,,Jacob is more interested in winning 12,Maria saw she wouldnt win anything and didnt want Jacob to win 12,Definitely<br />Enemies,3.0,TRIAL,47,18,,,,387260.0,70,
,A,A,_v,threat,,"Either way, her friend would win more",Kate allowed them both to win something,Definitely<br />Enemies,0.0,TRIAL,69,66,,,,426735.0,70,
